nome_simplificado;nome_clube;estado;uf;cidade;latitude;longitude;inception;codigo_ibge
FORMIGA;Formiga Esporte Clube;Minas Gerais;MG;Formiga;-20.4618;-45.4268;1929-05-07T00:00:00Z;3126109
GRÊMIO MARINGÁ;Grêmio de Esportes Maringá;Paraná;PR;Maringá;-23.4205;-51.9333;1961-01-01T00:00:00Z;4115200
FRANCISCO BELTRÃO;Francisco Beltrão Futebol Clube;Paraná;PR;Francisco Beltrão;-26.0817;-53.0535;1993-01-01T00:00:00Z;4108403
CASCAVEL;Futebol Clube Cascavel;Paraná;PR;Cascavel;-24.9573;-53.459;2008-01-01T00:00:00Z;4104808
PRIMEIRA CAMISA;Futebol Clube Primeira Camisa;Santa Catarina;SC;São José;-27.6136;-48.6366;2007-03-03T00:00:00Z;4216602
SANTA CRUZ;Futebol Clube Santa Cruz;Rio Grande do Sul;RS;Santa Cruz do Sul;-29.722;-52.4343;1913-01-01T00:00:00Z;4316808
PORTO PORTO UNIÃO;Futebol Clube do Porto (Porto União);Santa Catarina;SC;Porto União;-26.2451;-51.0759;1897-01-01T00:00:00Z;4213609
FÉNIX 2005;Fénix 2005 Futebol Clube;Rio de Janeiro;RJ;Barra Mansa;-22.5481;-44.1752;2005-01-01T00:00:00Z;3300407
GAVIÃO KYIKATEJÊ;Gavião Kyikatejê Futebol Clube;Pará;PA;Bom Jesus do Tocantins;-5.0424;-48.6047;2009-01-01T00:00:00Z;1501576
INSTITUTO DE ADMINISTRAÇÃO DE PROJETOS EDUCACIONAIS;Instituto de Administração de Projetos Educacionais Futebol Clube;Maranhão;MA;São Luís;-2.53874;-44.2825;2008-01-01T00:00:00Z;2111300
INTERNACIONAL;Internacional Futebol Clube;Paraná;PR;Curitiba;-25.4195;-49.2646;1912-01-01T00:00:00Z;4106902
INTERPORTO;Interporto Futebol Clube;Tocantins;TO;Porto Nacional;-10.7027;-48.408;1990-01-01T00:00:00Z;1718204
ITACURUBA;Itacuruba Sport Club;Pernambuco;PE;Itacuruba;-8.82231;-38.6975;1987-01-01T00:00:00Z;2607406
IVINHEMA;Ivinhema Futebol Clube;Mato Grosso do Sul;MS;Ivinhema;-22.3046;-53.8184;2006-01-01T00:00:00Z;5004700
JABAQUARA ATLÉTICO;Jabaquara Atlético Clube;São Paulo;SP;Santos;-23.9535;-46.335;1914-11-15T00:00:00Z;3548500
JABOTICABAL ATLÉTICO;Jaboticabal Atlético;São Paulo;SP;Jaboticabal;-21.252;-48.3252;1911-01-01T00:00:00Z;3524303
JACAREÍ ATLÉTICO;Jacareí Atlético Clube;São Paulo;SP;Jacareí;-23.2983;-45.9658;1980-01-01T00:00:00Z;3524402
PARANÁ SOCCER TECHNICAL CENTER;Paraná Soccer Technical Center;Paraná;PR;Cornélio Procópio;-23.1829;-50.6498;1994-01-01T00:00:00Z;4106407
JACUTINGA ATLÉTICO;Jacutinga Atlético Clube;Rio Grande do Sul;RS;Jacutinga;-27.7291;-52.5372;2005-01-01T00:00:00Z;4310900
MIRAMAR;Miramar Esporte Clube;Paraíba;PB;Cabedelo;-6.98731;-34.8284;1928-03-28T00:00:00Z;2503209
MORRINHOS;Morrinhos Futebol Clube;Goiás;GO;Goiás;-15.9333;-50.14;1982-01-01T00:00:00Z;5208905
MOTO;Moto Esporte Clube;Rondônia;RO;Porto Velho;-8.76077;-63.8999;1952-05-13T00:00:00Z;1100205
NACIONAL ATLÉTICO CABEDELO;Nacional Atlético Clube (Cabedelo);Paraíba;PB;Cabedelo;-6.98731;-34.8284;1973-01-01T00:00:00Z;2503209
NACIONAL ATL. MURIAÉ;Nacional Atlético Clube (Muriaé);Minas Gerais;MG;Muriaé;-21.13;-42.3693;1927-12-25T00:00:00Z;3143906
NACIONAL ATLÉTICO;Nacional Atlético Clube;Paraíba;PB;Patos;-7.01743;-37.2747;1961-01-01T00:00:00Z;2510808
NACIONAL ATLÉTICO;Nacional Atlético Clube;São Paulo;SP;São Paulo;-23.5329;-46.6395;1919-01-01T00:00:00Z;3550308
NACIONAL UBERABA;Nacional Futebol Clube (Uberaba);Minas Gerais;MG;Uberaba;-19.7472;-47.9381;1944-08-01T00:00:00Z;3170107
ÁGUA SANTA;Esporte Clube Água Santa;São Paulo;SP;Diadema;-23.6813;-46.6205;1981-01-01T00:00:00Z;3513801
JUNIOR TEAM;Junior Team Futebol;Paraná;PR;Londrina;-23.304;-51.1691;2001-01-01T00:00:00Z;4113700
JUVENTUS;Juventus Futebol Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;2006-01-01T00:00:00Z;3304557
NOVA XAVANTINA;Nova Xavantina Esporte Clube;Mato Grosso;MT;Nova Xavantina;-14.6771;-52.3502;1986-03-20T00:00:00Z;5106257
NOVO HORIZONTE;Novo Horizonte Futebol Clube;Goiás;GO;Ipameri;-17.7215;-48.1581;1968-02-27T00:00:00Z;5210109
NÁUTICO;Náutico Futebol Clube;Roraima;RR;Caracaraí;1.82766;-61.1304;1962-01-01T00:00:00Z;1400209
OLÉ BRASIL;Olé Brasil Futebol Clube;São Paulo;SP;Ribeirão Preto;-21.1699;-47.8099;2006-01-01T00:00:00Z;3543402
OLÍMPICO;Olímpico Esporte Clube;Sergipe;SE;Itabaianinha;-11.2693;-37.7875;1958-08-18T00:00:00Z;2803005
OPERÁRIO ATLÉTICO;Operário Atlético Clube;São Paulo;SP;Dourado;-22.1044;-48.3178;1952-05-03T00:00:00Z;3514304
OPERÁRIO;Operário Esporte Clube;Amazonas;AM;Manacapuru;-3.29066;-60.6216;1982-01-01T00:00:00Z;1302504
OSVALDO CRUZ;Osvaldo Cruz Futebol Clube;Ceará;CE;Cruz;-2.91813;-40.176;2004-02-17T00:00:00Z;2304251
PALESTRA DE SÃO BERNARDO;Palestra de São Bernardo;Maranhão;MA;São Bernardo;-3.37223;-42.4191;1935-09-01T00:00:00Z;2110609
PALMEIRA UNA;Palmeira Futebol Clube da Una;Rio Grande do Norte;RN;Goianinha;-6.26486;-35.1943;1959-06-23T00:00:00Z;2404200
PALMEIRAS NORDESTE LTDA;Palmeiras Nordeste Futebol Ltda.;Bahia;BA;Feira de Santana;-12.2664;-38.9663;2000-01-01T00:00:00Z;2910800
PARAUAPEBAS;Parauapebas Futebol Clube;Pará;PA;Parauapebas;-6.06781;-49.9037;1989-01-01T00:00:00Z;1505536
PARNAHYBA;Parnahyba Sport Club;Piauí;PI;Parnaíba;-2.90585;-41.7754;1913-01-01T00:00:00Z;2207702
PATO BRANCO;Pato Branco Esporte Clube;Rio Grande do Norte;RN;Paraná;-6.47565;-38.3057;1979-11-05T00:00:00Z;2408607
PAULA RAMOS;Paula Ramos Esporte Clube;Ceará;CE;Catarina;-6.12291;-39.8736;1937-12-15T00:00:00Z;2303600
PATROCINENSE;Sociedade Esportiva Patrocinense;Minas Gerais;MG;Patrocínio;-18.9379;-46.9934;2010-01-01T00:00:00Z;3148103
PETROLINA SOCIAL;Petrolina Social Futebol Clube;Pernambuco;PE;Petrolina;-9.38866;-40.5027;1998-01-01T00:00:00Z;2611101
PIAUÍ;Piauí Esporte Clube;Piauí;PI;Teresina;-5.09194;-42.8034;1948-08-15T00:00:00Z;2211001
PLANALTINA;Planaltina Esporte Clube;Distrito Federal;DF;Planaltina;-15.452;-47.6089;1963-05-30T00:00:00Z;5217609
AURITÂNIA FOZ DO IGUAÇU;Auritânia Foz do Iguaçu Futebol Clube;Paraná;PR;Foz do Iguaçu;-25.5427;-54.5827;1996-01-01T00:00:00Z;4108304
TOCANTINÓPOLIS;Tocantinópolis Esporte Clube;Tocantins;TO;Tocantinópolis;-6.32447;-47.4224;1989-01-01T00:00:00Z;1721208
TOLEDO COLÔNIA WORK;Toledo Colônia Work;Minas Gerais;MG;Toledo;-22.7421;-46.3728;2004-02-10T00:00:00Z;3169109
TOMAZINHO;Tomazinho Futebol Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;1930-01-02T00:00:00Z;3304557
TORRE;Torre Sport Club;São Paulo;SP;Guararapes;-21.2544;-50.6453;1915-01-01T00:00:00Z;3518206
TRÊS PASSOS ATLÉTICO;Três Passos Atlético Clube;Rio Grande do Sul;RS;Três Passos;-27.4555;-53.9296;1966-02-09T00:00:00Z;4321907
TUBARÃO;Tubarão Futebol Clube;Santa Catarina;SC;Tubarão;-28.4713;-49.0144;1992-01-01T00:00:00Z;4218707
TUPY;Tupy Futebol Clube;Rio Grande do Sul;RS;Crissiumal;-27.4999;-54.0994;1949-01-01T00:00:00Z;4306007
TUPYNAMBÁS;Tupynambás Futebol Clube;Minas Gerais;MG;Juiz de Fora;-21.7595;-43.3398;1911-01-01T00:00:00Z;3136702
TUPÃ;Tupã Futebol Clube;Paraíba;PB;Paulista;-6.59138;-37.6185;1936-02-08T00:00:00Z;2510907
GOIANÉSIA;Goianésia Esporte Clube;Goiás;GO;Goianésia;-15.3118;-49.1162;1955-03-28T00:00:00Z;5208608
GRANDE RIO BRÉSCIA;Grande Rio Bréscia Clube;Rio de Janeiro;RJ;Magé;-22.6632;-43.0315;1982-01-01T00:00:00Z;3302502
GRAPIÚNA ATLÉTICO;Grapiúna Atlético Clube;Bahia;BA;Itabuna;-14.7876;-39.2781;1998-01-01T00:00:00Z;2914802
GRÊMIO ATLÉTICO SAMPAIO;Grêmio Atlético Sampaio;Roraima;RR;Boa Vista;2.82384;-60.6753;1965-01-01T00:00:00Z;1400100
GRÊMIO CATANDUVENSE;Grêmio Catanduvense de Futebol;São Paulo;SP;Catanduva;-21.1314;-48.977;1999-01-01T00:00:00Z;3511102
GRÊMIO ATLÉTICO FARROUPILHA;Grêmio Atlético Farroupilha;Rio Grande do Sul;RS;Pelotas;-31.7649;-52.3371;1926-04-26T00:00:00Z;4314407
GRÊMIO GLÓRIA;Grêmio Esportivo Glória;Rio Grande do Sul;RS;Vacaria;-28.5079;-50.9418;1956-11-15T00:00:00Z;4322509
GRÊMIO CATANDUVENSE;Grêmio Esportivo Catanduvense;São Paulo;SP;Catanduva;-21.1314;-48.977;1970-01-01T00:00:00Z;3511102
GRÊMIO MAUAENSE;Grêmio Esportivo Mauaense;São Paulo;SP;Mauá;-23.6677;-46.4613;1981-01-01T00:00:00Z;3529401
GRÊMIO OSASCO;Grêmio Esportivo Osasco;São Paulo;SP;Osasco;-23.5324;-46.7916;2007-01-01T00:00:00Z;3534401
GRÊMIO SAPUCAIENSE;Grêmio Esportivo Sapucaiense;Rio Grande do Sul;RS;Sapucaia do Sul;-29.8276;-51.145;1941-01-01T00:00:00Z;4320008
GUANABARA;Guanabara Esporte Clube;Rio de Janeiro;RJ;Araruama;-22.8697;-42.3326;2004-01-01T00:00:00Z;3300209
GUANAMBI ATLÉTICO;Guanambi Atlético Clube;Bahia;BA;Guanambi;-14.2231;-42.7799;1983-01-01T00:00:00Z;2911709
GUARANY CAMAQUÃ;Guarany Futebol Clube (Camaquã);Rio Grande do Sul;RS;Camaquã;-30.8489;-51.8043;1946-02-12T00:00:00Z;4303509
KABURÉ;Kaburé Esporte Clube;Tocantins;TO;Colinas do Tocantins;-8.05764;-48.4757;1985-01-01T00:00:00Z;1705508
RIACHUELO;Riachuelo Futebol Clube;Rio Grande do Norte;RN;Riachuelo;-5.82156;-35.8215;1933-06-11T00:00:00Z;2410900
RIO BANANAL;Rio Bananal Futebol Clube;São Paulo;SP;Bananal;-22.6819;-44.3281;2007-01-17T00:00:00Z;3504909
RIOGRANDENSE;Riograndense Futebol Clube;Rio Grande do Sul;RS;Santa Maria;-29.6868;-53.8149;1912-01-01T00:00:00Z;4316907
RIVER;River Esporte Clube;Roraima;RR;Boa Vista;2.82384;-60.6753;1962-12-22T00:00:00Z;1400100
RODOVIÁRIO PIRAÍ;Rodoviário Piraí Futebol Clube;Rio de Janeiro;RJ;Piraí;-22.6215;-43.9081;1956-06-06T00:00:00Z;3304003
ROLIM DE MOURA;Rolim de Moura Esporte Clube;Rondônia;RO;Rolim de Moura;-11.7271;-61.7714;2002-01-01T00:00:00Z;1100288
RONDONÓPOLIS;Rondonópolis Esporte Clube;Mato Grosso;MT;Rondonópolis;-16.4673;-54.6372;2006-01-01T00:00:00Z;5107602
RUBRO SOCIAL;Rubro Social Esporte Clube;Rio de Janeiro;RJ;Araruama;-22.8697;-42.3326;1991-01-01T00:00:00Z;3300209
LAGARTO;Lagarto Futebol Clube;Sergipe;SE;Lagarto;-10.9136;-37.6689;2009-01-01T00:00:00Z;2803500
LARANJEIRAS;Laranjeiras Esporte Clube;Sergipe;SE;Laranjeiras;-10.7981;-37.1731;2008-01-01T00:00:00Z;2803609
LAURO MÜLLER;Lauro Müller Futebol Clube;Ceará;CE;Catarina;-6.12291;-39.8736;1924-01-01T00:00:00Z;2303600
YALE ATLÉTICO;Yale Atlético Clube;Minas Gerais;MG;Belo Horizonte;-19.9102;-43.9266;1910-01-01T00:00:00Z;3106200
BARREIRAS;Barreiras Esporte Clube;Bahia;BA;Barreiras;-12.1439;-44.9968;;2903201
BELA VISTA SETE LAGOAS;Bela Vista Futebol Clube (Sete Lagoas);Mato Grosso do Sul;MS;Bela Vista;-22.1073;-56.5263;;5002100
BELFORD ROXO;Belford Roxo Futebol Clube;Rio de Janeiro;RJ;Belford Roxo;-22.764;-43.3992;;3300456
BETIM;Betim Futebol Clube;Minas Gerais;MG;Betim;-19.9668;-44.2008;;3106705
BONITTO ATLÉTICO;Bonitto Atlético Clube;Pernambuco;PE;Bonito;-8.47163;-35.7292;2004-02-01T00:00:00Z;2602308
BOTAFOGO PORTO VELHO;Botafogo Futebol Clube (Porto Velho);Rondônia;RO;Porto Velho;-8.76077;-63.8999;;1100205
BRASIL INDUSTRIAL;Brasil Industrial Esporte Clube;Rio de Janeiro;RJ;Paracambi;-22.6078;-43.7108;1912-01-01T00:00:00Z;3303609
CACHOEIRA;Cachoeira Futebol Clube;Ceará;CE;Barro;-7.17188;-38.7741;1914-02-24T00:00:00Z;2302008
CARAPEBUS;Carapebus Esporte Clube;Rio de Janeiro;RJ;Carapebus;-22.1821;-41.663;;3300936
CARPINENSE;Carpinense Esporte Clube;Pernambuco;PE;Carpina;-7.84566;-35.2514;1998-01-06T00:00:00Z;2604007
CARPINA;Carpina Sport Club;Pernambuco;PE;Carpina;-7.84566;-35.2514;;2604007
CENTRO ACADEMIA DO GOL;Centro Esportivo Academia do Gol;Rio de Janeiro;RJ;Niterói;-22.8832;-43.1034;;3303302
CENTRO UNIÃO;Centro Esportivo União;Ceará;CE;Fortaleza;-3.71664;-38.5423;;2304400
CHÃ GRANDE;Chã Grande Futebol Clube;Pernambuco;PE;Chã Grande;-8.23827;-35.4571;;2604502
ATHLETICO SOROCABANO;Club Athletico Sorocabano;Paraíba;PB;São Bento;-6.48529;-37.4488;1902-12-25T00:00:00Z;2513901
VASCO DA GAMA;Club Vasco da Gama;Amazonas;AM;Manaus;-3.11866;-60.0212;1913-10-11T00:00:00Z;1302603
ATLÉTICO BABAÇU;Clube Atlético Babaçu;Maranhão;MA;Bacabal;-4.22447;-44.7832;;2101202
ATLÉTICO COMERCIAL;Clube Atlético Comercial;São Paulo;SP;Lins;-21.6718;-49.7526;1938-03-25T00:00:00Z;3527108
ATLÉTICO EMBU-GUAÇU;Clube Atlético Embu-Guaçu;São Paulo;SP;Embu-Guaçu;-23.8297;-46.8136;1934-07-07T00:00:00Z;3515103
AT. ITAPEMIRIM;Clube Atlético Itapemirim;Espírito Santo;ES;Itapemirim;-21.0095;-40.8307;1965-01-01T00:00:00Z;3202801
ATLÉTICO PARQUE DA MOÓCA;Clube Atlético Parque da Moóca;São Paulo;SP;São Paulo;-23.5329;-46.6395;;3550308
ATLÉTICO PAULISTANO SÃO ROQUE;Clube Atlético Paulistano (São Roque);Paraíba;PB;Aguiar;-7.0918;-38.1681;;2500205
ATLÉTICO POTENGI;Clube Atlético Potengi;Ceará;CE;Potengi;-7.09154;-40.0233;;2311207
ATLÉTICO SANTISTA;Clube Atlético Santista;São Paulo;SP;Santos;-23.9535;-46.335;1913-09-07T00:00:00Z;3548500
GUAICURUS;Clube Esportivo Guaicurus;Alagoas;AL;Campo Grande;-9.95542;-36.7926;;2701506
NOVA ANDRADINA;Clube Esportivo Nova Andradina;São Paulo;SP;Andradina;-20.8948;-51.3786;;3502101
SÃO JOÃO;Clube São João;São Paulo;SP;Jundiaí;-23.1852;-46.8974;;3525904
CAMPO GUAPIRA;Clube de Campo Associação Atlética Guapira;São Paulo;SP;São Paulo;-23.5329;-46.6395;1918-10-20T00:00:00Z;3550308
RIO DE JANEIRO;Clube de Futebol Rio de Janeiro;Paraíba;PB;Mari;-7.05942;-35.318;;2509107
TRINTA TOCANTINS;Clube dos Trinta (Tocantins);Tocantins;TO;Araguaína;-7.19238;-48.2044;;1702109
COLÉGIO;Colégio Futebol Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
COMERCIAL TRÊS LAGOAS;Comercial Esporte Clube (Três Lagoas);Mato Grosso do Sul;MS;Três Lagoas;-20.7849;-51.7007;1931-02-03T00:00:00Z;5008305
COMERCIAL;Comercial Futebol Clube;São Paulo;SP;São Paulo;-23.5329;-46.6395;1939-01-01T00:00:00Z;3550308
COPACABANA TITÃS;Copacabana Titãs;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;2004-10-02T00:00:00Z;3304557
CORINTHIANS;Corinthians Futebol Clube;São Paulo;SP;Santo André;-23.6737;-46.5432;1912-01-01T00:00:00Z;3547809
CORINTHIANS JUNDIAIENSE;Corinthians Jundiaiense Foot-Ball Club;São Paulo;SP;Jundiaí;-23.1852;-46.8974;;3525904
COROATÁ;Coroatá Futebol Clube;Maranhão;MA;Coroatá;-4.13442;-44.1244;1986-04-08T00:00:00Z;2103604
COSMOS SOCIAL;Cosmos Social Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;;3304557
COTIA;Cotia Futebol Clube;São Paulo;SP;Campo Limpo Paulista;-23.2078;-46.7889;;3509601
CRISTALINA ATLÉTICO;Cristalina Atlético Clube;Goiás;GO;Cristalina;-16.7676;-47.6131;;5206206
CRUZEIRO PARAÍBA;Cruzeiro Esporte Clube (Paraíba);São Paulo;SP;Itaporanga;-23.7043;-49.4819;1969-10-28T00:00:00Z;3522802
CRUZEIRO DISTRITO FEDERAL;Cruzeiro Futebol Clube (Distrito Federal);São Paulo;SP;Cruzeiro;-22.5728;-44.969;2000-05-10T00:00:00Z;3513405
CRUZEIRO SÃO PAULO;Cruzeiro Futebol Clube (São Paulo);São Paulo;SP;Cruzeiro;-22.5728;-44.969;1914-09-03T00:00:00Z;3513405
CURITIBA BROWN SPIDERS;Curitiba Brown Spiders;Paraná;PR;Curitiba;-25.4195;-49.2646;2001-01-01T00:00:00Z;4106902
CURITIBA HURRICANES;Curitiba Hurricanes;Paraná;PR;Curitiba;-25.4195;-49.2646;2013-01-01T00:00:00Z;4106902
CURITIBA PREDADORES;Curitiba Predadores;Paraná;PR;Curitiba;-25.4195;-49.2646;2010-08-27T00:00:00Z;4106902
CÁCERES;Cáceres Esporte Clube;Mato Grosso;MT;Cáceres;-16.0764;-57.6818;;5102504
DEPARTAMENTO DE ESTRADAS DE RODAGEM ATLÉTICO;Departamento de Estradas de Rodagem Atlético Clube;São Paulo;SP;Itapetininga;-23.5886;-48.0483;;3522307
DESTILARIA;Destilaria Esporte Clube;Pernambuco;PE;Cabo de Santo Agostinho;-8.28218;-35.0253;;2602902
DORENSE;Dorense Futebol Clube;Sergipe;SE;Nossa Senhora das Dores;-10.4854;-37.1963;1948-01-01T00:00:00Z;2804607
DRACENA;Dracena Futebol Clube;São Paulo;SP;Dracena;-21.4843;-51.535;1948-07-02T00:00:00Z;3514403
DUARTINA;Duartina Futebol Clube;São Paulo;SP;Duartina;-22.4146;-49.4084;;3514502
DUQUE DE CAXIAS;Duque de Caxias Foot-Ball Club;Maranhão;MA;Caxias;-4.86505;-43.3617;;2103000
E C ARANÃS;E.C. Aranãs;Minas Gerais;MG;Capelinha;-17.6888;-42.5147;;3112307
ELITE;Elite Clube Desportivo;Rio Grande do Sul;RS;Rio Grande;-32.0349;-52.1071;;4315602
ENERGIA CIRCULAR;Energia Circular Sport Clube;Bahia;BA;Salvador;-12.9718;-38.5011;;2927408
EQUADOR;Equador Futebol Clube;Pernambuco;PE;Recife;-8.04666;-34.8771;;2611606
PONTA GROSSA;Ponta Grossa Esporte Clube;Paraná;PR;Ponta Grossa;-25.0916;-50.1668;1994-01-01T00:00:00Z;4119905
PONTA PORÃ;Ponta Porã Sociedade Esportiva;Mato Grosso do Sul;MS;Ponta Porã;-22.5296;-55.7203;1998-01-01T00:00:00Z;5006606
PONTE PRETA SUMARÉ;Ponte Preta Sumaré Futebol Clube;Rio Grande do Sul;RS;Ponte Preta;-27.6587;-52.4848;2001-01-01T00:00:00Z;4314787
PRUDENTÓPOLIS;Prudentópolis Esporte Clube;Paraná;PR;Prudentópolis;-25.2111;-50.9754;1968-01-01T00:00:00Z;4120606
QUISSAMÃ;Quissamã Futebol Clube;Rio de Janeiro;RJ;Quissamã;-22.1031;-41.4693;1919-01-01T00:00:00Z;3304151
RADIUM;Radium Futebol Clube;São Paulo;SP;Mococa;-21.4647;-47.0024;1919-01-01T00:00:00Z;3530508
REAL NOROESTE CAPIXABA;Real Noroeste Capixaba Futebol Clube;Espírito Santo;ES;Águia Branca;-18.9846;-40.7437;2008-01-01T00:00:00Z;3200136
SABIÁ;Sabiá Futebol Clube;Maranhão;MA;Caxias;-4.86505;-43.3617;2011-01-01T00:00:00Z;2103000
SAMPAIO CORRÊA;Sampaio Corrêa Futebol e Esporte;Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;2006-01-01T00:00:00Z;3304557
SANTA CRUZ;Santa Cruz Futebol Clube (Rio de Janeiro);Rio de Janeiro;RJ;Rio de Janeiro;-22.9129;-43.2003;2007-10-01T00:00:00Z;3304557
SANTA CRUZ;Santa Cruz Recreativo Esporte Clube;Maranhão;MA;Santa Rita;-3.14241;-44.3211;1939-04-15T00:00:00Z;2110203
SANTA HELENA;Santa Helena Esporte Clube;Goiás;GO;Santa Helena de Goiás;-17.8115;-50.5977;1965-11-17T00:00:00Z;5219308
SANTA ROSA;Santa Rosa Esporte Clube;Pará;PA;Belém;-1.4554;-48.4898;1924-01-01T00:00:00Z;1501402
SANTOS JOÃO PESSOA;Santos Futebol Clube (João Pessoa);Paraíba;PB;João Pessoa;-7.11509;-34.8641;1949-09-09T00:00:00Z;2507507
SCOTTISH WANDERERS;Scottish Wanderers Football Club;São Paulo;SP;São Paulo;-23.5329;-46.6395;;3550308
SERRA MACAENSE;Serra Macaense Futebol Clube;Rio de Janeiro;RJ;Macaé;-22.3768;-41.7848;1992-01-01T00:00:00Z;3302403
SERRA TALHADA;Serra Talhada Futebol Clube;Pernambuco;PE;Serra Talhada;-7.98178;-38.289;2011-01-01T00:00:00Z;2613909
SERRANO CENTRO-SUL;Serrano Centro-Sul Esporte Clube;Paraná;PR;Prudentópolis;-25.2111;-50.9754;2007-01-01T00:00:00Z;4120606
SERRANO;Serrano Sport Club;Bahia;BA;Porto Seguro;-16.4435;-39.0643;1979-01-01T00:00:00Z;2925303
SETE DE JUNHO;Sete de Junho Esporte Clube;Sergipe;SE;Tobias Barreto;-11.1798;-37.9995;1983-01-01T00:00:00Z;2807402
SETE DE SETEMBRO;Sete de Setembro Esporte Clube;Pernambuco;PE;Garanhuns;-8.88243;-36.4966;1950-01-01T00:00:00Z;2606002
SERRA BRANCA;Serra Branca Esporte Clube;Paraíba;PB;Cajazeiras;-6.88004;-38.5577;2007-07-13T00:00:00Z;2503704
ARIQUEMES;Sociedade Esportiva Ariquemes;Rondônia;RO;Ariquemes;-9.90571;-63.0325;1981-01-01T00:00:00Z;1100023
BRAZLÂNDIA;Sociedade Esportiva Brazlândia;Maranhão;MA;Chapadinha;-3.73875;-43.3538;1996-01-01T00:00:00Z;2103208
ITAPIRENSE;Sociedade Esportiva Itapirense;São Paulo;SP;Itapira;-22.4357;-46.8224;1947-03-24T00:00:00Z;3522604
PALMEIRAS B;Sociedade Esportiva Palmeiras B;São Paulo;SP;São Paulo;-23.5329;-46.6395;2000-01-01T00:00:00Z;3550308
MATONENSE;Sociedade Esportiva Matonense;São Paulo;SP;Matão;-21.6025;-48.364;1976-01-01T00:00:00Z;3529302
PALMEIRINHA;Sociedade Esportiva Palmeirinha;Piauí;PI;Porto;-3.88815;-42.6998;1955-04-03T00:00:00Z;2208502
BRASIL;Sociedade Esportiva Recreativa e Cultural Brasil;Rio Grande do Sul;RS;Farroupilha;-29.2227;-51.3419;1939-01-01T00:00:00Z;4307906
UNIÃO CACOALENSE;Sociedade Esportiva União Cacoalense;Rondônia;RO;Cacoal;-11.4343;-61.4562;1982-01-01T00:00:00Z;1100049
VENECIANO;Sociedade Esportiva Veneciano;Rio Grande do Norte;RN;Espírito Santo;-6.33563;-35.3052;2001-01-01T00:00:00Z;2403509
TERRA E MAR;Sociedade Esportiva e Cultural Terra e Mar Clube;Ceará;CE;Fortaleza;-3.71664;-38.5423;1938-06-01T00:00:00Z;2304400
OPERÁRIOS MAFRENSES;Sociedade Esportiva e Recreativa Operários Mafrenses;Ceará;CE;Catarina;-6.12291;-39.8736;1897-01-01T00:00:00Z;2303600
SOUSA;Sousa Esporte Clube;Paraíba;PB;Sousa;-6.75148;-38.2311;1991-01-01T00:00:00Z;2516201
ATIBAIA;Sport Club Atibaia;São Paulo;SP;Atibaia;-23.1171;-46.5563;2005-01-01T00:00:00Z;3504107
BARUERI;Sport Club Barueri;São Paulo;SP;Barueri;-23.5057;-46.879;1998-01-01T00:00:00Z;3505708
BELÉM;Sport Club Belém;Pará;PA;Belém;-1.4554;-48.4898;1965-12-02T00:00:00Z;1501402
FLAMENGO;Sport Club Flamengo;Pernambuco;PE;Recife;-8.04666;-34.8771;1914-01-01T00:00:00Z;2611606
GARARU;Sport Club Gararu;Sergipe;SE;Gararu;-9.9722;-37.0869;1989-01-01T00:00:00Z;2802403
GAÚCHO;Sport Club Gaúcho;Rio Grande do Sul;RS;Passo Fundo;-28.2576;-52.4091;1918-01-01T00:00:00Z;4314100
GUARANY;Sport Club Guarany;Rio Grande do Sul;RS;Cruz Alta;-28.645;-53.6048;1913-01-01T00:00:00Z;4306106
GUARAÍ;Sport Club Guaraí;Tocantins;TO;Guaraí;-8.83543;-48.5114;1983-01-01T00:00:00Z;1709302
MAGUARY;Sport Club Maguary;Ceará;CE;Fortaleza;-3.71664;-38.5423;2009-01-01T00:00:00Z;2304400
SANTO ANTÔNIO;Sport Clube Santo Antônio;Paraná;PR;Atalaia;-23.1517;-52.0551;2007-07-13T00:00:00Z;4102208
SHALLON;Sport Clube Shallon;Rondônia;RO;Porto Velho;-8.76077;-63.8999;2000-01-01T00:00:00Z;1100205
TERESÓPOLIS;Teresópolis Futebol Clube;Rio de Janeiro;RJ;Teresópolis;-22.4165;-42.9752;1915-01-01T00:00:00Z;3305802
TIMBAÚBA;Timbaúba Futebol Clube;Pernambuco;PE;Timbaúba;-7.50484;-35.3119;;2615300
TOCANTINS MARANHÃO;Tocantins Esporte Clube (Maranhão);Maranhão;MA;Imperatriz;-5.51847;-47.4777;1975-01-01T00:00:00Z;2105302
TOCANTINS;Tocantins Esporte Clube;Tocantins;TO;Miracema do Tocantins;-9.56556;-48.393;1993-01-01T00:00:00Z;1713205
ESPERANÇA;Esperança Futebol Clube;Paraíba;PB;Esperança;-7.02278;-35.8597;;2506004
21 DE ABRIL;Esporte Clube 21 de Abril;Tocantins;TO;Fátima;-10.7603;-48.9076;1962-04-21T00:00:00Z;1707553
